,0,1,2,3
0,2.0421213406251537,-0.4287942904749553,-0.8209690281482773,0.9023623762099037
1,0.0936406506792476,0.11411841872002128,-0.6203154729652683,-0.5626429671425671
2,0.7914125010220454,0.1969693532441894,-0.7341414868200624,-0.024715756775783273
3,0.7017039409201956,0.12192329281051152,-0.8965309369184278,-0.14405681021016487
4,0.45571474390335104,-0.054329655535632446,-1.4045428153397677,-0.4978811701130976
5,-0.07826907717976245,-1.4776319591366371,0.5587225023883211,-1.1343484419510959
6,-0.15419325178111612,-0.36107647526445324,0.35553681943779514,-1.4563621896789574
7,-0.7182301945046811,2.2629966330654088,0.915377170853908,0.9547208475068677
8,-0.1686293416821468,3.19525248121115,0.90665962103068,1.2605837607787829
9,-1.8398675242200104,0.7222476307061384,1.0669164497356176,0.5615140855399389
10,-0.8562782751794532,0.09994010356762172,0.04931361210693876,-0.4441566046655061
11,-0.6277508153455427,0.4682975617306947,0.08664189344781913,-0.29962274882994344
12,-0.7676613390504722,0.43984578625013604,-0.3547974078271047,-0.565488805642899
13,-0.49993520868816976,-0.11671788924215529,-0.0035090041008272775,-0.19977219156624315
14,-1.0641604256407697,-0.7363743561850524,-0.7112386139614104,-0.8174714607391191
15,-0.3348506442236154,-0.205121388311479,0.7296626935241315,-1.1380850200425925
16,-0.4217218312725862,-0.15967257735924542,0.3215096808224149,-1.3599719253105584
17,-0.7268453107406214,0.6209831300762892,0.5780055368520604,0.7385616678734134
18,0.0445865916761012,-0.29692674279339665,-0.5727424550694483,-0.44302562851199134
19,-0.09816130508169937,-0.44587338965986983,-0.7684181937410192,-0.606345833491359
20,0.46318603296870026,0.6672528770037724,-0.5387045852539691,-0.10470329774419211
21,-2.1301645808791636,0.49759456288818077,0.33205073068323415,-0.18754994825855859
22,0.46850337296722844,0.46151994725193884,0.3479198536977058,0.20461304852166226
23,0.20794055823925975,-0.05082731311864032,-0.5305084223145993,0.2834418280500555
24,-0.39128099709574715,1.2679802958620152,-1.1744625070124188,-1.3350717359785027
25,-0.09065856332991903,-1.465327641792988,1.6675285764713272,-0.4986561599519687
26,-1.340070706785692,1.1972601602036013,-0.39762928503213213,-0.0820954756894718
27,0.37171348518747216,0.2635744753492356,0.686781538359,-1.4241965897591862
28,-0.3629818010321423,0.018556403539874446,0.9479876846292347,-0.6986764847414723
29,1.2425804747307292,-1.6679833221007636,-0.01518173854998224,1.0570135519526216
30,-1.2058377227970796,-0.4206783462654696,-0.2751585891917514,-0.21101507731488686
31,-0.6859534866567817,-1.1911335884008525,-0.18834437655621014,0.632331708848602
32,-0.5058470382952054,-0.9607736103148488,-0.5284215089419944,0.4341272665915951
33,-0.5638566214669152,-1.6366416576232303,0.1466941322237861,0.8709767126505167
34,-1.352831682206553,0.10127634777781397,0.350556910389555,1.5838305693179215
35,0.7999523961259786,0.23722572702365424,0.4983966196103002,0.8256034900985039
36,-0.9050711092465882,2.074355765570836,1.2598189368342672,0.33891606446281847
37,-0.1340041221115459,0.25218093486112736,-0.5237403776187115,1.5913804471148367
38,2.197694999766479,0.7319873264963189,-1.8642079147658122,-0.32224875402312064
